participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.real_world_currency_per_point,session.config.participation_fee,clerpay_start.1.player.id_in_group,clerpay_start.1.player.role,clerpay_start.1.player.payoff,clerpay_start.1.group.id_in_subsession,clerpay_start.1.subsession.round_number,ego_consent.1.player.id_in_group,ego_consent.1.player.role,ego_consent.1.player.payoff,ego_consent.1.player.consent,ego_consent.1.group.id_in_subsession,ego_consent.1.subsession.round_number,ego_human.1.player.id_in_group,ego_human.1.player.role,ego_human.1.player.payoff,ego_human.1.player.llm_id,ego_human.1.player.treatment,ego_human.1.player.choice,ego_human.1.player.other_choice,ego_human.1.group.id_in_subsession,ego_human.1.subsession.round_number,ego_human.2.player.id_in_group,ego_human.2.player.role,ego_human.2.player.payoff,ego_human.2.player.llm_id,ego_human.2.player.treatment,ego_human.2.player.choice,ego_human.2.player.other_choice,ego_human.2.group.id_in_subsession,ego_human.2.subsession.round_number,ego_human.3.player.id_in_group,ego_human.3.player.role,ego_human.3.player.payoff,ego_human.3.player.llm_id,ego_human.3.player.treatment,ego_human.3.player.choice,ego_human.3.player.other_choice,ego_human.3.group.id_in_subsession,ego_human.3.subsession.round_number,ego_human.4.player.id_in_group,ego_human.4.player.role,ego_human.4.player.payoff,ego_human.4.player.llm_id,ego_human.4.player.treatment,ego_human.4.player.choice,ego_human.4.player.other_choice,ego_human.4.group.id_in_subsession,ego_human.4.subsession.round_number,ego_human.5.player.id_in_group,ego_human.5.player.role,ego_human.5.player.payoff,ego_human.5.player.llm_id,ego_human.5.player.treatment,ego_human.5.player.choice,ego_human.5.player.other_choice,ego_human.5.group.id_in_subsession,ego_human.5.subsession.round_number,ego_human.6.player.id_in_group,ego_human.6.player.role,ego_human.6.player.payoff,ego_human.6.player.llm_id,ego_human.6.player.treatment,ego_human.6.player.choice,ego_human.6.player.other_choice,ego_human.6.group.id_in_subsession,ego_human.6.subsession.round_number,ego_human.7.player.id_in_group,ego_human.7.player.role,ego_human.7.player.payoff,ego_human.7.player.llm_id,ego_human.7.player.treatment,ego_human.7.player.choice,ego_human.7.player.other_choice,ego_human.7.group.id_in_subsession,ego_human.7.subsession.round_number,ego_human.8.player.id_in_group,ego_human.8.player.role,ego_human.8.player.payoff,ego_human.8.player.llm_id,ego_human.8.player.treatment,ego_human.8.player.choice,ego_human.8.player.other_choice,ego_human.8.group.id_in_subsession,ego_human.8.subsession.round_number,ego_human.9.player.id_in_group,ego_human.9.player.role,ego_human.9.player.payoff,ego_human.9.player.llm_id,ego_human.9.player.treatment,ego_human.9.player.choice,ego_human.9.player.other_choice,ego_human.9.group.id_in_subsession,ego_human.9.subsession.round_number,ego_human.10.player.id_in_group,ego_human.10.player.role,ego_human.10.player.payoff,ego_human.10.player.llm_id,ego_human.10.player.treatment,ego_human.10.player.choice,ego_human.10.player.other_choice,ego_human.10.group.id_in_subsession,ego_human.10.subsession.round_number,clerpay_end.1.player.id_in_group,clerpay_end.1.player.role,clerpay_end.1.player.payoff,clerpay_end.1.player.ok,clerpay_end.1.player.code,clerpay_end.1.group.id_in_subsession,clerpay_end.1.subsession.round_number
58,3ypwwg04,ENQXxt,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:26:27.378461,1,,,180.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,58,,0.0,1,1,58,,0.0,1,1,1,58,,20.0,fa6bee27-e438-4750-bded-b4c5ae5116f3,4,1,1,1,1,58,,28.0,,4,2,1,1,2,58,,8.0,,4,2,2,1,3,58,,0.0,,4,1,2,1,4,58,,28.0,,4,2,1,1,5,58,,8.0,,4,2,2,1,6,58,,20.0,,4,1,1,1,7,58,,20.0,,4,1,1,1,8,58,,20.0,,4,1,1,1,9,58,,28.0,,4,2,1,1,10,58,,0.0,1,,1,1
59,p2e7se4m,AkEtGJ,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:27:50.360511,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,59,,0.0,1,1,59,,0.0,1,1,1,59,,20.0,789f87a6-7a18-4477-b473-12f57a22fcda,1,1,1,1,1,59,,20.0,,1,1,1,1,2,59,,20.0,,1,1,1,1,3,59,,20.0,,1,1,1,1,4,59,,20.0,,1,1,1,1,5,59,,20.0,,1,1,1,1,6,59,,20.0,,1,1,1,1,7,59,,20.0,,1,1,1,1,8,59,,20.0,,1,1,1,1,9,59,,20.0,,1,1,1,1,10,59,,0.0,1,,1,1
60,t3hd3ywb,XGnP9m,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:28:53.667751,1,,,176.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,60,,0.0,1,1,60,,0.0,1,1,1,60,,20.0,0f812413-1524-4f25-b253-aec47f1ba99b,3,1,1,1,1,60,,20.0,,3,1,1,1,2,60,,20.0,,3,1,1,1,3,60,,20.0,,3,1,1,1,4,60,,20.0,,3,1,1,1,5,60,,20.0,,3,1,1,1,6,60,,20.0,,3,1,1,1,7,60,,28.0,,3,2,1,1,8,60,,0.0,,3,1,2,1,9,60,,8.0,,3,2,2,1,10,60,,0.0,1,,1,1
61,3w4qxxp6,QE6YbL,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:30:38.241512,1,,,84.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,61,,0.0,1,1,61,,0.0,1,1,1,61,,28.0,a8e37b5b-a79b-4ecd-9bb3-3bd1e11361c0,1,2,1,1,1,61,,8.0,,1,2,2,1,2,61,,0.0,,1,1,2,1,3,61,,0.0,,1,1,2,1,4,61,,8.0,,1,2,2,1,5,61,,8.0,,1,2,2,1,6,61,,8.0,,1,2,2,1,7,61,,8.0,,1,2,2,1,8,61,,8.0,,1,2,2,1,9,61,,8.0,,1,2,2,1,10,61,,0.0,1,,1,1
62,gc534g7h,4HTrsg,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:32:21.027944,1,,,104.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,62,,0.0,1,1,62,,0.0,1,1,1,62,,28.0,ac79a925-598a-4fd0-bca5-454f53fb0466,3,2,1,1,1,62,,28.0,,3,2,1,1,2,62,,8.0,,3,2,2,1,3,62,,8.0,,3,2,2,1,4,62,,8.0,,3,2,2,1,5,62,,8.0,,3,2,2,1,6,62,,0.0,,3,1,2,1,7,62,,8.0,,3,2,2,1,8,62,,8.0,,3,2,2,1,9,62,,0.0,,3,1,2,1,10,62,,0.0,1,,1,1
63,bizmtijn,RlZ77Z,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:35:23.587549,1,,,172.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,63,,0.0,1,1,63,,0.0,1,1,1,63,,28.0,ab41fc61-2d9b-41e2-a798-b3f02c86254a,3,2,1,1,1,63,,8.0,,3,2,2,1,2,63,,28.0,,3,2,1,1,3,63,,0.0,,3,1,2,1,4,63,,28.0,,3,2,1,1,5,63,,8.0,,3,2,2,1,6,63,,28.0,,3,2,1,1,7,63,,8.0,,3,2,2,1,8,63,,28.0,,3,2,1,1,9,63,,8.0,,3,2,2,1,10,63,,0.0,1,,1,1
64,vn6kgpds,nkaODa,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:35:55.958977,1,,,160.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,64,,0.0,1,1,64,,0.0,1,1,1,64,,28.0,110a274f-915b-459f-b7f8-c1eeb02a1e3c,4,2,1,1,1,64,,8.0,,4,2,2,1,2,64,,8.0,,4,2,2,1,3,64,,28.0,,4,2,1,1,4,64,,8.0,,4,2,2,1,5,64,,8.0,,4,2,2,1,6,64,,28.0,,4,2,1,1,7,64,,8.0,,4,2,2,1,8,64,,28.0,,4,2,1,1,9,64,,8.0,,4,2,2,1,10,64,,0.0,1,,1,1
65,p5r4odv7,wn3NmZ,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:37:13.805205,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,65,,0.0,1,1,65,,0.0,1,1,1,65,,20.0,ac6b7bec-4514-458e-bd83-b3ccb4728f62,3,1,1,1,1,65,,20.0,,3,1,1,1,2,65,,20.0,,3,1,1,1,3,65,,20.0,,3,1,1,1,4,65,,20.0,,3,1,1,1,5,65,,20.0,,3,1,1,1,6,65,,20.0,,3,1,1,1,7,65,,20.0,,3,1,1,1,8,65,,20.0,,3,1,1,1,9,65,,20.0,,3,1,1,1,10,65,,0.0,1,,1,1
66,ag9fqkcq,TRSHmE,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:39:31.514626,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,66,,0.0,1,1,66,,0.0,1,1,1,66,,20.0,5ff860b2-1a13-4fd7-b112-bc7273d39942,4,1,1,1,1,66,,20.0,,4,1,1,1,2,66,,20.0,,4,1,1,1,3,66,,20.0,,4,1,1,1,4,66,,20.0,,4,1,1,1,5,66,,20.0,,4,1,1,1,6,66,,20.0,,4,1,1,1,7,66,,20.0,,4,1,1,1,8,66,,20.0,,4,1,1,1,9,66,,20.0,,4,1,1,1,10,66,,0.0,1,,1,1
67,x15g7d6i,1voSTX,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:39:50.815802,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,67,,0.0,1,1,67,,0.0,1,1,1,67,,20.0,9d4e1851-72de-4957-98ab-b3ca3b95bd2b,3,1,1,1,1,67,,20.0,,3,1,1,1,2,67,,20.0,,3,1,1,1,3,67,,20.0,,3,1,1,1,4,67,,20.0,,3,1,1,1,5,67,,20.0,,3,1,1,1,6,67,,20.0,,3,1,1,1,7,67,,20.0,,3,1,1,1,8,67,,20.0,,3,1,1,1,9,67,,28.0,,3,2,1,1,10,67,,0.0,1,,1,1
68,z5fq0tsv,qsnJxm,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:42:58.100799,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,68,,0.0,1,1,68,,0.0,1,1,1,68,,20.0,3741346d-aeda-4410-9ea6-ccabada2b09a,1,1,1,1,1,68,,20.0,,1,1,1,1,2,68,,20.0,,1,1,1,1,3,68,,20.0,,1,1,1,1,4,68,,20.0,,1,1,1,1,5,68,,20.0,,1,1,1,1,6,68,,20.0,,1,1,1,1,7,68,,20.0,,1,1,1,1,8,68,,20.0,,1,1,1,1,9,68,,20.0,,1,1,1,1,10,68,,0.0,1,,1,1
69,g9l70s0z,ktXkO0,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:44:53.968845,1,,,68.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,69,,0.0,1,1,69,,0.0,1,1,1,69,,28.0,f42d4b61-3b9a-4aa2-b7c0-d5e39a45bbb7,4,2,1,1,1,69,,8.0,,4,2,2,1,2,69,,8.0,,4,2,2,1,3,69,,0.0,,4,1,2,1,4,69,,0.0,,4,1,2,1,5,69,,0.0,,4,1,2,1,6,69,,8.0,,4,2,2,1,7,69,,8.0,,4,2,2,1,8,69,,8.0,,4,2,2,1,9,69,,0.0,,4,1,2,1,10,69,,0.0,1,,1,1
70,g4nh9lv2,U7cJ9X,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:47:07.982935,1,,,84.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,70,,0.0,1,1,70,,0.0,1,1,1,70,,28.0,75afbedc-6ac3-4550-ad88-402d24e9b473,1,2,1,1,1,70,,0.0,,1,1,2,1,2,70,,0.0,,1,1,2,1,3,70,,8.0,,1,2,2,1,4,70,,8.0,,1,2,2,1,5,70,,8.0,,1,2,2,1,6,70,,8.0,,1,2,2,1,7,70,,8.0,,1,2,2,1,8,70,,8.0,,1,2,2,1,9,70,,8.0,,1,2,2,1,10,70,,0.0,1,,1,1
71,akbd2cmb,aYOib0,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:49:00.359458,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,71,,0.0,1,1,71,,0.0,1,1,1,71,,20.0,4fa64dd5-860b-4db7-865f-4250d3632c33,4,1,1,1,1,71,,20.0,,4,1,1,1,2,71,,20.0,,4,1,1,1,3,71,,20.0,,4,1,1,1,4,71,,20.0,,4,1,1,1,5,71,,20.0,,4,1,1,1,6,71,,20.0,,4,1,1,1,7,71,,20.0,,4,1,1,1,8,71,,20.0,,4,1,1,1,9,71,,28.0,,4,2,1,1,10,71,,0.0,1,,1,1
72,zatkuzuc,3wQfOM,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:50:08.540101,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,72,,0.0,1,1,72,,0.0,1,1,1,72,,28.0,6b52b554-186b-4df3-b526-e40159f8d374,3,2,1,1,1,72,,8.0,,3,2,2,1,2,72,,8.0,,3,2,2,1,3,72,,0.0,,3,1,2,1,4,72,,8.0,,3,2,2,1,5,72,,8.0,,3,2,2,1,6,72,,8.0,,3,2,2,1,7,72,,8.0,,3,2,2,1,8,72,,8.0,,3,2,2,1,9,72,,8.0,,3,2,2,1,10,72,,0.0,1,,1,1
73,wyghz4fq,tvvokT,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:50:15.747738,1,,,80.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,73,,0.0,1,1,73,,0.0,1,1,1,73,,20.0,46ada0a4-4b40-42ee-b824-f8a3311ab2f4,3,1,1,1,1,73,,28.0,,3,2,1,1,2,73,,0.0,,3,1,2,1,3,73,,0.0,,3,1,2,1,4,73,,0.0,,3,1,2,1,5,73,,8.0,,3,2,2,1,6,73,,0.0,,3,1,2,1,7,73,,8.0,,3,2,2,1,8,73,,8.0,,3,2,2,1,9,73,,8.0,,3,2,2,1,10,73,,0.0,1,,1,1
74,uf4dmhng,BFiDjz,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:50:21.114620,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,74,,0.0,1,1,74,,0.0,1,1,1,74,,20.0,85aa7b30-8dad-4b48-8f7a-5e9f26fe6789,3,1,1,1,1,74,,20.0,,3,1,1,1,2,74,,20.0,,3,1,1,1,3,74,,20.0,,3,1,1,1,4,74,,20.0,,3,1,1,1,5,74,,20.0,,3,1,1,1,6,74,,20.0,,3,1,1,1,7,74,,20.0,,3,1,1,1,8,74,,20.0,,3,1,1,1,9,74,,20.0,,3,1,1,1,10,74,,0.0,1,,1,1
75,kwyoq129,2iFUtd,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:51:59.662592,1,,,148.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,75,,0.0,1,1,75,,0.0,1,1,1,75,,20.0,6204e064-90b0-4b95-a428-06ef7c899769,3,1,1,1,1,75,,20.0,,3,1,1,1,2,75,,28.0,,3,2,1,1,3,75,,8.0,,3,2,2,1,4,75,,8.0,,3,2,2,1,5,75,,0.0,,3,1,2,1,6,75,,0.0,,3,1,2,1,7,75,,8.0,,3,2,2,1,8,75,,28.0,,3,2,1,1,9,75,,28.0,,3,2,1,1,10,75,,0.0,1,,1,1
76,dzbq2uzk,druva6,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:52:24.308670,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,76,,0.0,1,1,76,,0.0,1,1,1,76,,28.0,1b2068bc-5713-4fcc-a5c6-4c01a1e59b49,1,2,1,1,1,76,,0.0,,1,1,2,1,2,76,,8.0,,1,2,2,1,3,76,,8.0,,1,2,2,1,4,76,,8.0,,1,2,2,1,5,76,,8.0,,1,2,2,1,6,76,,8.0,,1,2,2,1,7,76,,8.0,,1,2,2,1,8,76,,8.0,,1,2,2,1,9,76,,8.0,,1,2,2,1,10,76,,0.0,1,,1,1
77,zjjjrkum,Y8YkcJ,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:52:39.679834,1,,,104.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,77,,0.0,1,1,77,,0.0,1,1,1,77,,20.0,8e8770f5-ed88-4502-9387-28d1ea134411,1,1,1,1,1,77,,28.0,,1,2,1,1,2,77,,0.0,,1,1,2,1,3,77,,8.0,,1,2,2,1,4,77,,8.0,,1,2,2,1,5,77,,8.0,,1,2,2,1,6,77,,8.0,,1,2,2,1,7,77,,8.0,,1,2,2,1,8,77,,8.0,,1,2,2,1,9,77,,8.0,,1,2,2,1,10,77,,0.0,1,,1,1
78,ckcgbin5,uD3C9T,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:53:09.407109,1,,,152.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,78,,0.0,1,1,78,,0.0,1,1,1,78,,20.0,cbf8100e-70a1-44d0-814c-40d45a3a0b6c,1,1,1,1,1,78,,20.0,,1,1,1,1,2,78,,20.0,,1,1,1,1,3,78,,20.0,,1,1,1,1,4,78,,20.0,,1,1,1,1,5,78,,28.0,,1,2,1,1,6,78,,0.0,,1,1,2,1,7,78,,8.0,,1,2,2,1,8,78,,8.0,,1,2,2,1,9,78,,8.0,,1,2,2,1,10,78,,0.0,1,,1,1
79,dsff3keq,xNgpib,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:55:40.347479,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,79,,0.0,1,1,79,,0.0,1,1,1,79,,20.0,ea4a7508-5145-41ea-8666-73c99e765359,3,1,1,1,1,79,,20.0,,3,1,1,1,2,79,,20.0,,3,1,1,1,3,79,,20.0,,3,1,1,1,4,79,,20.0,,3,1,1,1,5,79,,20.0,,3,1,1,1,6,79,,20.0,,3,1,1,1,7,79,,20.0,,3,1,1,1,8,79,,20.0,,3,1,1,1,9,79,,28.0,,3,2,1,1,10,79,,0.0,1,,1,1
80,3mpo7qvi,u6PkSZ,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:57:57.647978,1,,,176.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,80,,0.0,1,1,80,,0.0,1,1,1,80,,20.0,48f40ffa-fba0-47b7-b5ee-2fffc0a28332,3,1,1,1,1,80,,20.0,,3,1,1,1,2,80,,20.0,,3,1,1,1,3,80,,20.0,,3,1,1,1,4,80,,28.0,,3,2,1,1,5,80,,0.0,,3,1,2,1,6,80,,8.0,,3,2,2,1,7,80,,20.0,,3,1,1,1,8,80,,20.0,,3,1,1,1,9,80,,20.0,,3,1,1,1,10,80,,0.0,1,,1,1
81,ihrd75tw,CkbAyQ,0,44,45,clerpay_end,Auszahlung,2023-08-16 08:59:55.753222,1,,,108.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,81,,0.0,1,1,81,,0.0,1,1,1,81,,28.0,388d48b2-f6bd-4458-b1bd-a1a7a986754f,4,2,1,1,1,81,,0.0,,4,1,2,1,2,81,,0.0,,4,1,2,1,3,81,,8.0,,4,2,2,1,4,81,,28.0,,4,2,1,1,5,81,,8.0,,4,2,2,1,6,81,,0.0,,4,1,2,1,7,81,,8.0,,4,2,2,1,8,81,,28.0,,4,2,1,1,9,81,,0.0,,4,1,2,1,10,81,,0.0,1,,1,1
82,y7q41vue,fgPLqg,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:01:15.886663,1,,,164.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,82,,0.0,1,1,82,,0.0,1,1,1,82,,28.0,4c6fa3ab-1512-480e-b140-636ab87348ff,3,2,1,1,1,82,,0.0,,3,1,2,1,2,82,,20.0,,3,1,1,1,3,82,,8.0,,3,2,2,1,4,82,,28.0,,3,2,1,1,5,82,,8.0,,3,2,2,1,6,82,,28.0,,3,2,1,1,7,82,,8.0,,3,2,2,1,8,82,,28.0,,3,2,1,1,9,82,,8.0,,3,2,2,1,10,82,,0.0,1,,1,1
83,vpik8qap,CRrKmp,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:02:37.169915,1,,,172.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,83,,0.0,1,1,83,,0.0,1,1,1,83,,28.0,942fe2fb-e5ca-4da3-ba83-8077cdef0f03,3,2,1,1,1,83,,0.0,,3,1,2,1,2,83,,8.0,,3,2,2,1,3,83,,28.0,,3,2,1,1,4,83,,8.0,,3,2,2,1,5,83,,28.0,,3,2,1,1,6,83,,8.0,,3,2,2,1,7,83,,28.0,,3,2,1,1,8,83,,8.0,,3,2,2,1,9,83,,28.0,,3,2,1,1,10,83,,0.0,1,,1,1
84,j6mfr87i,85RgzN,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:04:31.939645,1,,,120.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,84,,0.0,1,1,84,,0.0,1,1,1,84,,20.0,edd0f925-042c-4fdf-a836-68855219e808,1,1,1,1,1,84,,20.0,,1,1,1,1,2,84,,20.0,,1,1,1,1,3,84,,28.0,,1,2,1,1,4,84,,8.0,,1,2,2,1,5,84,,0.0,,1,1,2,1,6,84,,0.0,,1,1,2,1,7,84,,8.0,,1,2,2,1,8,84,,8.0,,1,2,2,1,9,84,,8.0,,1,2,2,1,10,84,,0.0,1,,1,1
85,hy2akj11,0Z2Pky,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:06:08.981639,1,,,88.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,85,,0.0,1,1,85,,0.0,1,1,1,85,,20.0,5672d0fc-797e-4777-a79f-6b0e24a20cca,3,1,1,1,1,85,,28.0,,3,2,1,1,2,85,,8.0,,3,2,2,1,3,85,,0.0,,3,1,2,1,4,85,,0.0,,3,1,2,1,5,85,,8.0,,3,2,2,1,6,85,,8.0,,3,2,2,1,7,85,,0.0,,3,1,2,1,8,85,,8.0,,3,2,2,1,9,85,,8.0,,3,2,2,1,10,85,,0.0,1,,1,1
86,2n1e8fdn,M3Vpvq,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:06:32.697834,1,,,96.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,86,,0.0,1,1,86,,0.0,1,1,1,86,,20.0,ee4c43c8-12af-4269-b903-e8cd98dc8031,1,1,1,1,1,86,,28.0,,1,2,1,1,2,86,,8.0,,1,2,2,1,3,86,,0.0,,1,1,2,1,4,86,,0.0,,1,1,2,1,5,86,,8.0,,1,2,2,1,6,86,,8.0,,1,2,2,1,7,86,,8.0,,1,2,2,1,8,86,,8.0,,1,2,2,1,9,86,,8.0,,1,2,2,1,10,86,,0.0,1,,1,1
87,skn7d67r,yJVVG8,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:08:18.525789,1,,,84.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,87,,0.0,1,1,87,,0.0,1,1,1,87,,28.0,63ae7cc6-3c9a-4078-bcdf-37e7e211c74f,1,2,1,1,1,87,,8.0,,1,2,2,1,2,87,,8.0,,1,2,2,1,3,87,,0.0,,1,1,2,1,4,87,,0.0,,1,1,2,1,5,87,,8.0,,1,2,2,1,6,87,,8.0,,1,2,2,1,7,87,,8.0,,1,2,2,1,8,87,,8.0,,1,2,2,1,9,87,,8.0,,1,2,2,1,10,87,,0.0,1,,1,1
88,zzgh3iy5,mS4WwZ,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:14:38.041050,1,,,92.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,88,,0.0,1,1,88,,0.0,1,1,1,88,,28.0,72886e02-91f2-48a8-8512-bf4b70b16a8a,1,2,1,1,1,88,,0.0,,1,1,2,1,2,88,,8.0,,1,2,2,1,3,88,,8.0,,1,2,2,1,4,88,,8.0,,1,2,2,1,5,88,,8.0,,1,2,2,1,6,88,,8.0,,1,2,2,1,7,88,,8.0,,1,2,2,1,8,88,,8.0,,1,2,2,1,9,88,,8.0,,1,2,2,1,10,88,,0.0,1,,1,1
89,obex4tgd,sLSHrS,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:14:53.400870,1,,,116.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,89,,0.0,1,1,89,,0.0,1,1,1,89,,20.0,325ad194-b58d-4626-b48e-3f48deca7838,4,1,1,1,1,89,,20.0,,4,1,1,1,2,89,,28.0,,4,2,1,1,3,89,,8.0,,4,2,2,1,4,89,,8.0,,4,2,2,1,5,89,,0.0,,4,1,2,1,6,89,,8.0,,4,2,2,1,7,89,,8.0,,4,2,2,1,8,89,,8.0,,4,2,2,1,9,89,,8.0,,4,2,2,1,10,89,,0.0,1,,1,1
90,dbwl3hrw,D9EVjH,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:15:02.444473,1,,,208.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,90,,0.0,1,1,90,,0.0,1,1,1,90,,20.0,cf41c6f1-2f94-44fe-9a75-3d9d5e5a8247,1,1,1,1,1,90,,20.0,,1,1,1,1,2,90,,20.0,,1,1,1,1,3,90,,20.0,,1,1,1,1,4,90,,20.0,,1,1,1,1,5,90,,20.0,,1,1,1,1,6,90,,20.0,,1,1,1,1,7,90,,20.0,,1,1,1,1,8,90,,20.0,,1,1,1,1,9,90,,28.0,,1,2,1,1,10,90,,0.0,1,,1,1
91,bmxoduf7,uZrlBo,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:15:39.770086,1,,,180.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,91,,0.0,1,1,91,,0.0,1,1,1,91,,28.0,8dc9a065-7448-48c1-a785-544abb3bf652,3,2,1,1,1,91,,8.0,,3,2,2,1,2,91,,8.0,,3,2,2,1,3,91,,28.0,,3,2,1,1,4,91,,8.0,,3,2,2,1,5,91,,28.0,,3,2,1,1,6,91,,8.0,,3,2,2,1,7,91,,28.0,,3,2,1,1,8,91,,8.0,,3,2,2,1,9,91,,28.0,,3,2,1,1,10,91,,0.0,1,,1,1
92,cp6llsy5,9wNJBg,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:16:32.718986,1,,,184.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,92,,0.0,1,1,92,,0.0,1,1,1,92,,20.0,d044df74-a336-41e4-9fbe-15c47e05c33d,4,1,1,1,1,92,,20.0,,4,1,1,1,2,92,,20.0,,4,1,1,1,3,92,,20.0,,4,1,1,1,4,92,,20.0,,4,1,1,1,5,92,,20.0,,4,1,1,1,6,92,,20.0,,4,1,1,1,7,92,,28.0,,4,2,1,1,8,92,,8.0,,4,2,2,1,9,92,,8.0,,4,2,2,1,10,92,,0.0,1,,1,1
93,75s7728n,hTfXCz,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:18:22.762985,1,,,180.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,93,,0.0,1,1,93,,0.0,1,1,1,93,,28.0,c1297efe-f483-4469-8848-355cc43244e7,1,2,1,1,1,93,,0.0,,1,1,2,1,2,93,,20.0,,1,1,1,1,3,93,,28.0,,1,2,1,1,4,93,,8.0,,1,2,2,1,5,93,,28.0,,1,2,1,1,6,93,,8.0,,1,2,2,1,7,93,,20.0,,1,1,1,1,8,93,,20.0,,1,1,1,1,9,93,,20.0,,1,1,1,1,10,93,,0.0,1,,1,1
94,xrdhwqq5,qxrqXm,0,44,45,clerpay_end,Auszahlung,2023-08-16 09:21:02.979156,1,,,200.0,xshkqqd7,,,,,0,ego_human,0.02,1.0,94,,0.0,1,1,94,,0.0,1,1,1,94,,20.0,287824a4-1930-4e16-9a01-1841d6898fd8,4,1,1,1,1,94,,20.0,,4,1,1,1,2,94,,20.0,,4,1,1,1,3,94,,20.0,,4,1,1,1,4,94,,20.0,,4,1,1,1,5,94,,20.0,,4,1,1,1,6,94,,20.0,,4,1,1,1,7,94,,20.0,,4,1,1,1,8,94,,20.0,,4,1,1,1,9,94,,20.0,,4,1,1,1,10,94,,0.0,1,,1,1
