participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.name,session.config.participation_fee,session.config.real_world_currency_per_point,clerpay_start.1.player.id_in_group,clerpay_start.1.player.role,clerpay_start.1.player.payoff,clerpay_start.1.group.id_in_subsession,clerpay_start.1.subsession.round_number,ego_consent.1.player.id_in_group,ego_consent.1.player.role,ego_consent.1.player.payoff,ego_consent.1.player.consent,ego_consent.1.group.id_in_subsession,ego_consent.1.subsession.round_number,ego_human.1.player.id_in_group,ego_human.1.player.role,ego_human.1.player.payoff,ego_human.1.player.llm_id,ego_human.1.player.treatment,ego_human.1.player.choice,ego_human.1.player.other_choice,ego_human.1.group.id_in_subsession,ego_human.1.subsession.round_number,ego_human.2.player.id_in_group,ego_human.2.player.role,ego_human.2.player.payoff,ego_human.2.player.llm_id,ego_human.2.player.treatment,ego_human.2.player.choice,ego_human.2.player.other_choice,ego_human.2.group.id_in_subsession,ego_human.2.subsession.round_number,ego_human.3.player.id_in_group,ego_human.3.player.role,ego_human.3.player.payoff,ego_human.3.player.llm_id,ego_human.3.player.treatment,ego_human.3.player.choice,ego_human.3.player.other_choice,ego_human.3.group.id_in_subsession,ego_human.3.subsession.round_number,ego_human.4.player.id_in_group,ego_human.4.player.role,ego_human.4.player.payoff,ego_human.4.player.llm_id,ego_human.4.player.treatment,ego_human.4.player.choice,ego_human.4.player.other_choice,ego_human.4.group.id_in_subsession,ego_human.4.subsession.round_number,ego_human.5.player.id_in_group,ego_human.5.player.role,ego_human.5.player.payoff,ego_human.5.player.llm_id,ego_human.5.player.treatment,ego_human.5.player.choice,ego_human.5.player.other_choice,ego_human.5.group.id_in_subsession,ego_human.5.subsession.round_number,ego_human.6.player.id_in_group,ego_human.6.player.role,ego_human.6.player.payoff,ego_human.6.player.llm_id,ego_human.6.player.treatment,ego_human.6.player.choice,ego_human.6.player.other_choice,ego_human.6.group.id_in_subsession,ego_human.6.subsession.round_number,ego_human.7.player.id_in_group,ego_human.7.player.role,ego_human.7.player.payoff,ego_human.7.player.llm_id,ego_human.7.player.treatment,ego_human.7.player.choice,ego_human.7.player.other_choice,ego_human.7.group.id_in_subsession,ego_human.7.subsession.round_number,ego_human.8.player.id_in_group,ego_human.8.player.role,ego_human.8.player.payoff,ego_human.8.player.llm_id,ego_human.8.player.treatment,ego_human.8.player.choice,ego_human.8.player.other_choice,ego_human.8.group.id_in_subsession,ego_human.8.subsession.round_number,ego_human.9.player.id_in_group,ego_human.9.player.role,ego_human.9.player.payoff,ego_human.9.player.llm_id,ego_human.9.player.treatment,ego_human.9.player.choice,ego_human.9.player.other_choice,ego_human.9.group.id_in_subsession,ego_human.9.subsession.round_number,ego_human.10.player.id_in_group,ego_human.10.player.role,ego_human.10.player.payoff,ego_human.10.player.llm_id,ego_human.10.player.treatment,ego_human.10.player.choice,ego_human.10.player.other_choice,ego_human.10.group.id_in_subsession,ego_human.10.subsession.round_number,clerpay_end.1.player.id_in_group,clerpay_end.1.player.role,clerpay_end.1.player.payoff,clerpay_end.1.player.ok,clerpay_end.1.player.code,clerpay_end.1.group.id_in_subsession,clerpay_end.1.subsession.round_number,abweisung.1.player.id_in_group,abweisung.1.player.role,abweisung.1.player.payoff,abweisung.1.player.pw,abweisung.1.group.id_in_subsession,abweisung.1.subsession.round_number
57,oermfr2a,HFhJik,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:05:38.434081,1,,,100.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,57,,0.0,1,1,57,,0.0,1,1,1,57,,28.0,a50e3257-e0c2-4a62-9a74-e873cf59fdc5,4,2,1,1,1,57,,8.0,,4,2,2,1,2,57,,8.0,,4,2,2,1,3,57,,8.0,,4,2,2,1,4,57,,8.0,,4,2,2,1,5,57,,8.0,,4,2,2,1,6,57,,8.0,,4,2,2,1,7,57,,8.0,,4,2,2,1,8,57,,8.0,,4,2,2,1,9,57,,8.0,,4,2,2,1,10,57,,0.0,1,,1,1,,,,,,
58,1cw7gnyu,kcSgei,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:10:07.721927,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,58,,0.0,1,1,58,,0.0,1,1,1,58,,20.0,f859246e-2c72-4d54-9303-d0264bc1579b,1,1,1,1,1,58,,20.0,,1,1,1,1,2,58,,20.0,,1,1,1,1,3,58,,20.0,,1,1,1,1,4,58,,20.0,,1,1,1,1,5,58,,20.0,,1,1,1,1,6,58,,20.0,,1,1,1,1,7,58,,20.0,,1,1,1,1,8,58,,20.0,,1,1,1,1,9,58,,28.0,,1,2,1,1,10,58,,0.0,1,,1,1,,,,,,
59,len2562s,foHyIg,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:11:45.727416,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,59,,0.0,1,1,59,,0.0,1,1,1,59,,20.0,475d4b83-4ecb-402a-b947-b87eab46310e,4,1,1,1,1,59,,20.0,,4,1,1,1,2,59,,20.0,,4,1,1,1,3,59,,20.0,,4,1,1,1,4,59,,20.0,,4,1,1,1,5,59,,20.0,,4,1,1,1,6,59,,20.0,,4,1,1,1,7,59,,20.0,,4,1,1,1,8,59,,20.0,,4,1,1,1,9,59,,28.0,,4,2,1,1,10,59,,0.0,1,,1,1,,,,,,
60,e1wmmjgn,RwWrPs,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:13:28.769524,1,,,180.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,60,,0.0,1,1,60,,0.0,1,1,1,60,,28.0,d8e83056-2a8a-4c69-b967-316887b56092,3,2,1,1,1,60,,8.0,,3,2,2,1,2,60,,8.0,,3,2,2,1,3,60,,28.0,,3,2,1,1,4,60,,8.0,,3,2,2,1,5,60,,28.0,,3,2,1,1,6,60,,8.0,,3,2,2,1,7,60,,28.0,,3,2,1,1,8,60,,8.0,,3,2,2,1,9,60,,28.0,,3,2,1,1,10,60,,0.0,1,,1,1,,,,,,
61,kr80sztp,hSiyB9,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:14:02.371387,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,61,,0.0,1,1,61,,0.0,1,1,1,61,,20.0,ae40780b-6c6e-43ad-8d0b-d31945ea3790,4,1,1,1,1,61,,20.0,,4,1,1,1,2,61,,20.0,,4,1,1,1,3,61,,20.0,,4,1,1,1,4,61,,20.0,,4,1,1,1,5,61,,20.0,,4,1,1,1,6,61,,20.0,,4,1,1,1,7,61,,20.0,,4,1,1,1,8,61,,20.0,,4,1,1,1,9,61,,28.0,,4,2,1,1,10,61,,0.0,1,,1,1,,,,,,
62,reg0jeds,p4KUkS,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:39:44.246635,1,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,62,,0.0,1,1,62,,0.0,0,1,1,62,,0.0,48675ff5-f7b8-4528-bf34-718118d2d6d9,1,-1,,1,1,62,,0.0,,1,-1,,1,2,62,,0.0,,1,-1,,1,3,62,,0.0,,1,-1,,1,4,62,,0.0,,1,-1,,1,5,62,,0.0,,1,-1,,1,6,62,,0.0,,1,-1,,1,7,62,,0.0,,1,-1,,1,8,62,,0.0,,1,-1,,1,9,62,,0.0,,1,-1,,1,10,62,,0.0,1,,1,1,,,,,,
63,8a3jb5hp,2fP7ty,0,44,45,clerpay_end,Auszahlung,2023-08-17 09:50:54.014500,1,,,188.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,63,,0.0,1,1,63,,0.0,1,1,1,63,,28.0,2fef3b2c-24c6-489d-98fa-5359af5e725e,3,2,1,1,1,63,,0.0,,3,1,2,1,2,63,,20.0,,3,1,1,1,3,63,,28.0,,3,2,1,1,4,63,,8.0,,3,2,2,1,5,63,,20.0,,3,1,1,1,6,63,,28.0,,3,2,1,1,7,63,,8.0,,3,2,2,1,8,63,,20.0,,3,1,1,1,9,63,,28.0,,3,2,1,1,10,63,,0.0,1,,1,1,,,,,,
64,682v8z0b,n9KZp0,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:03:27.994812,1,,,132.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,64,,0.0,1,1,64,,0.0,1,1,1,64,,28.0,93cd7ee7-91fa-4cfc-9080-eaef4405f3c8,4,2,1,1,1,64,,0.0,,4,1,2,1,2,64,,8.0,,4,2,2,1,3,64,,28.0,,4,2,1,1,4,64,,8.0,,4,2,2,1,5,64,,8.0,,4,2,2,1,6,64,,8.0,,4,2,2,1,7,64,,8.0,,4,2,2,1,8,64,,28.0,,4,2,1,1,9,64,,8.0,,4,2,2,1,10,64,,0.0,1,,1,1,,,,,,
65,pisgazfk,pBkIIy,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:03:28.973210,1,,,120.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,65,,0.0,1,1,65,,0.0,1,1,1,65,,28.0,33fa318d-663a-43b8-af76-b7a3af5f642c,1,2,1,1,1,65,,0.0,,1,1,2,1,2,65,,0.0,,1,1,2,1,3,65,,8.0,,1,2,2,1,4,65,,28.0,,1,2,1,1,5,65,,8.0,,1,2,2,1,6,65,,20.0,,1,1,1,1,7,65,,0.0,,1,1,2,1,8,65,,8.0,,1,2,2,1,9,65,,20.0,,1,1,1,1,10,65,,0.0,1,,1,1,,,,,,
66,3i0u01ff,ZVNqX9,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:11:35.243200,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,66,,0.0,1,1,66,,0.0,1,1,1,66,,20.0,9ffb0332-8ce9-431f-bb3d-fdd3a886b655,4,1,1,1,1,66,,20.0,,4,1,1,1,2,66,,20.0,,4,1,1,1,3,66,,20.0,,4,1,1,1,4,66,,20.0,,4,1,1,1,5,66,,20.0,,4,1,1,1,6,66,,20.0,,4,1,1,1,7,66,,20.0,,4,1,1,1,8,66,,20.0,,4,1,1,1,9,66,,28.0,,4,2,1,1,10,66,,0.0,1,,1,1,,,,,,
67,xu1m2fk6,J7ntgY,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:14:34.155444,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,67,,0.0,1,1,67,,0.0,1,1,1,67,,20.0,e16c2503-68a4-419d-b520-526621dcdd51,4,1,1,1,1,67,,20.0,,4,1,1,1,2,67,,20.0,,4,1,1,1,3,67,,20.0,,4,1,1,1,4,67,,20.0,,4,1,1,1,5,67,,20.0,,4,1,1,1,6,67,,20.0,,4,1,1,1,7,67,,20.0,,4,1,1,1,8,67,,20.0,,4,1,1,1,9,67,,28.0,,4,2,1,1,10,67,,0.0,1,,1,1,,,,,,
68,f4k215xn,Rt5USX,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:16:27.255455,1,,,108.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,68,,0.0,1,1,68,,0.0,1,1,1,68,,20.0,9ed5fd86-655f-49d3-a1d6-e6a30d2569f6,3,1,1,1,1,68,,20.0,,3,1,1,1,2,68,,28.0,,3,2,1,1,3,68,,8.0,,3,2,2,1,4,68,,0.0,,3,1,2,1,5,68,,0.0,,3,1,2,1,6,68,,8.0,,3,2,2,1,7,68,,8.0,,3,2,2,1,8,68,,8.0,,3,2,2,1,9,68,,8.0,,3,2,2,1,10,68,,0.0,1,,1,1,,,,,,
69,qg1xlgdy,HSjdkp,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:22:23.670224,1,,,192.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,69,,0.0,1,1,69,,0.0,1,1,1,69,,20.0,fb772aed-b5c8-436e-95fe-77b9d12bba24,3,1,1,1,1,69,,20.0,,3,1,1,1,2,69,,28.0,,3,2,1,1,3,69,,8.0,,3,2,2,1,4,69,,8.0,,3,2,2,1,5,69,,20.0,,3,1,1,1,6,69,,20.0,,3,1,1,1,7,69,,20.0,,3,1,1,1,8,69,,20.0,,3,1,1,1,9,69,,28.0,,3,2,1,1,10,69,,0.0,1,,1,1,,,,,,
70,wgpz3oy0,k4Scsb,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:25:20.601189,1,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,70,,0.0,1,1,70,,0.0,0,1,1,70,,0.0,d37ece30-1a8b-4740-8bd5-236d472a345f,1,-1,,1,1,70,,0.0,,1,-1,,1,2,70,,0.0,,1,-1,,1,3,70,,0.0,,1,-1,,1,4,70,,0.0,,1,-1,,1,5,70,,0.0,,1,-1,,1,6,70,,0.0,,1,-1,,1,7,70,,0.0,,1,-1,,1,8,70,,0.0,,1,-1,,1,9,70,,0.0,,1,-1,,1,10,70,,0.0,1,,1,1,,,,,,
71,m445y7gm,TXx9nK,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:26:53.185036,1,,,100.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,71,,0.0,1,1,71,,0.0,1,1,1,71,,20.0,d6931530-d071-4ef2-a68e-118c411b786a,3,1,1,1,1,71,,20.0,,3,1,1,1,2,71,,28.0,,3,2,1,1,3,71,,8.0,,3,2,2,1,4,71,,0.0,,3,1,2,1,5,71,,0.0,,3,1,2,1,6,71,,8.0,,3,2,2,1,7,71,,0.0,,3,1,2,1,8,71,,8.0,,3,2,2,1,9,71,,8.0,,3,2,2,1,10,71,,0.0,1,,1,1,,,,,,
72,l9xyowb4,OaaP1h,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:32:57.060696,1,,,208.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,72,,0.0,1,1,72,,0.0,1,1,1,72,,20.0,0b055981-267a-4bd6-b8e4-66be8e7ecdf2,3,1,1,1,1,72,,20.0,,3,1,1,1,2,72,,20.0,,3,1,1,1,3,72,,20.0,,3,1,1,1,4,72,,20.0,,3,1,1,1,5,72,,20.0,,3,1,1,1,6,72,,20.0,,3,1,1,1,7,72,,20.0,,3,1,1,1,8,72,,20.0,,3,1,1,1,9,72,,28.0,,3,2,1,1,10,72,,0.0,1,,1,1,,,,,,
73,ovjw2d6k,lQJLIp,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:34:59.978626,1,,,112.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,73,,0.0,1,1,73,,0.0,1,1,1,73,,20.0,d1fbfb55-4711-420a-bae8-432548c06b20,1,1,1,1,1,73,,20.0,,1,1,1,1,2,73,,20.0,,1,1,1,1,3,73,,28.0,,1,2,1,1,4,73,,0.0,,1,1,2,1,5,73,,0.0,,1,1,2,1,6,73,,0.0,,1,1,2,1,7,73,,8.0,,1,2,2,1,8,73,,8.0,,1,2,2,1,9,73,,8.0,,1,2,2,1,10,73,,0.0,1,,1,1,,,,,,
74,o516258r,KxSKK9,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:38:36.306408,1,,,172.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,74,,0.0,1,1,74,,0.0,1,1,1,74,,28.0,6d56a3ca-6bb7-4728-99c9-8614aa200e04,3,2,1,1,1,74,,8.0,,3,2,2,1,2,74,,28.0,,3,2,1,1,3,74,,0.0,,3,1,2,1,4,74,,8.0,,3,2,2,1,5,74,,28.0,,3,2,1,1,6,74,,8.0,,3,2,2,1,7,74,,28.0,,3,2,1,1,8,74,,8.0,,3,2,2,1,9,74,,28.0,,3,2,1,1,10,74,,0.0,1,,1,1,,,,,,
75,wgubs4zz,qRzOtS,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:39:52.235648,1,,,100.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,75,,0.0,1,1,75,,0.0,1,1,1,75,,28.0,3140de69-1b26-4751-b151-8a8b00d6dd97,4,2,1,1,1,75,,8.0,,4,2,2,1,2,75,,8.0,,4,2,2,1,3,75,,8.0,,4,2,2,1,4,75,,8.0,,4,2,2,1,5,75,,8.0,,4,2,2,1,6,75,,8.0,,4,2,2,1,7,75,,8.0,,4,2,2,1,8,75,,8.0,,4,2,2,1,9,75,,8.0,,4,2,2,1,10,75,,0.0,1,,1,1,,,,,,
76,b9qboamt,aNLoHd,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:44:33.282308,1,,,104.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,76,,0.0,1,1,76,,0.0,1,1,1,76,,28.0,3d1061b2-a43f-489c-8427-656372f9db81,4,2,1,1,1,76,,0.0,,4,1,2,1,2,76,,0.0,,4,1,2,1,3,76,,8.0,,4,2,2,1,4,76,,28.0,,4,2,1,1,5,76,,8.0,,4,2,2,1,6,76,,8.0,,4,2,2,1,7,76,,8.0,,4,2,2,1,8,76,,8.0,,4,2,2,1,9,76,,8.0,,4,2,2,1,10,76,,0.0,1,,1,1,,,,,,
77,t194obk4,Dh0I3Z,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:45:20.421999,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,77,,0.0,1,1,77,,0.0,1,1,1,77,,20.0,d3adea26-721f-486e-bb49-447336c1b5b1,1,1,1,1,1,77,,20.0,,1,1,1,1,2,77,,20.0,,1,1,1,1,3,77,,20.0,,1,1,1,1,4,77,,20.0,,1,1,1,1,5,77,,20.0,,1,1,1,1,6,77,,20.0,,1,1,1,1,7,77,,20.0,,1,1,1,1,8,77,,20.0,,1,1,1,1,9,77,,20.0,,1,1,1,1,10,77,,0.0,1,,1,1,,,,,,
78,k49rgepj,mhKWVj,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:48:49.071660,1,,,76.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,78,,0.0,1,1,78,,0.0,1,1,1,78,,28.0,9ebcce2b-a2b6-4d61-a205-cda647102fdc,4,2,1,1,1,78,,8.0,,4,2,2,1,2,78,,8.0,,4,2,2,1,3,78,,0.0,,4,1,2,1,4,78,,8.0,,4,2,2,1,5,78,,8.0,,4,2,2,1,6,78,,0.0,,4,1,2,1,7,78,,0.0,,4,1,2,1,8,78,,8.0,,4,2,2,1,9,78,,8.0,,4,2,2,1,10,78,,0.0,1,,1,1,,,,,,
79,o5q0idyb,Mc192E,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:50:51.663739,1,,,160.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,79,,0.0,1,1,79,,0.0,1,1,1,79,,20.0,da9044fe-eb8e-47ed-920f-f9c4a4b0fd69,3,1,1,1,1,79,,20.0,,3,1,1,1,2,79,,28.0,,3,2,1,1,3,79,,8.0,,3,2,2,1,4,79,,20.0,,3,1,1,1,5,79,,0.0,,3,1,2,1,6,79,,8.0,,3,2,2,1,7,79,,28.0,,3,2,1,1,8,79,,8.0,,3,2,2,1,9,79,,20.0,,3,1,1,1,10,79,,0.0,1,,1,1,,,,,,
80,zjohxhjw,OCfWqJ,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:52:45.722990,1,,,200.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,80,,0.0,1,1,80,,0.0,1,1,1,80,,20.0,e8f87e87-bd7e-47e5-a327-7b983e2d48b0,4,1,1,1,1,80,,20.0,,4,1,1,1,2,80,,20.0,,4,1,1,1,3,80,,20.0,,4,1,1,1,4,80,,20.0,,4,1,1,1,5,80,,20.0,,4,1,1,1,6,80,,20.0,,4,1,1,1,7,80,,20.0,,4,1,1,1,8,80,,20.0,,4,1,1,1,9,80,,20.0,,4,1,1,1,10,80,,0.0,1,,1,1,,,,,,
81,8pxn9003,QsFZfn,0,44,45,clerpay_end,Auszahlung,2023-08-17 10:53:14.401901,1,,,140.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,81,,0.0,1,1,81,,0.0,1,1,1,81,,20.0,d443f9eb-33a1-42c7-94c1-95cb703b12ef,3,1,1,1,1,81,,20.0,,3,1,1,1,2,81,,20.0,,3,1,1,1,3,81,,20.0,,3,1,1,1,4,81,,28.0,,3,2,1,1,5,81,,8.0,,3,2,2,1,6,81,,0.0,,3,1,2,1,7,81,,8.0,,3,2,2,1,8,81,,8.0,,3,2,2,1,9,81,,8.0,,3,2,2,1,10,81,,0.0,1,,1,1,,,,,,
82,bjuehfx6,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,82,,0.0,1,1,82,,0.0,0,1,1,82,,0.0,85c3b138-daf8-42a4-85a5-4d19b2862e71,3,-1,,1,1,82,,0.0,,3,-1,,1,2,82,,0.0,,3,-1,,1,3,82,,0.0,,3,-1,,1,4,82,,0.0,,3,-1,,1,5,82,,0.0,,3,-1,,1,6,82,,0.0,,3,-1,,1,7,82,,0.0,,3,-1,,1,8,82,,0.0,,3,-1,,1,9,82,,0.0,,3,-1,,1,10,82,,0.0,0,,1,1,,,,,,
83,3epg20jv,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,83,,0.0,1,1,83,,0.0,0,1,1,83,,0.0,bd020c39-d264-4e9a-b868-b20f5ae3f21c,1,-1,,1,1,83,,0.0,,1,-1,,1,2,83,,0.0,,1,-1,,1,3,83,,0.0,,1,-1,,1,4,83,,0.0,,1,-1,,1,5,83,,0.0,,1,-1,,1,6,83,,0.0,,1,-1,,1,7,83,,0.0,,1,-1,,1,8,83,,0.0,,1,-1,,1,9,83,,0.0,,1,-1,,1,10,83,,0.0,0,,1,1,,,,,,
84,2wtpfeem,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,84,,0.0,1,1,84,,0.0,0,1,1,84,,0.0,7ef34976-8d60-4b7b-9a6c-291380b7169e,1,-1,,1,1,84,,0.0,,1,-1,,1,2,84,,0.0,,1,-1,,1,3,84,,0.0,,1,-1,,1,4,84,,0.0,,1,-1,,1,5,84,,0.0,,1,-1,,1,6,84,,0.0,,1,-1,,1,7,84,,0.0,,1,-1,,1,8,84,,0.0,,1,-1,,1,9,84,,0.0,,1,-1,,1,10,84,,0.0,0,,1,1,,,,,,
85,jpzv828o,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,85,,0.0,1,1,85,,0.0,0,1,1,85,,0.0,0e4f8915-d00c-4044-b2ca-51619b16d4d3,4,-1,,1,1,85,,0.0,,4,-1,,1,2,85,,0.0,,4,-1,,1,3,85,,0.0,,4,-1,,1,4,85,,0.0,,4,-1,,1,5,85,,0.0,,4,-1,,1,6,85,,0.0,,4,-1,,1,7,85,,0.0,,4,-1,,1,8,85,,0.0,,4,-1,,1,9,85,,0.0,,4,-1,,1,10,85,,0.0,0,,1,1,,,,,,
86,itf3cgin,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,86,,0.0,1,1,86,,0.0,0,1,1,86,,0.0,4544aa95-fbcb-4155-bad8-c39af4b58f30,3,-1,,1,1,86,,0.0,,3,-1,,1,2,86,,0.0,,3,-1,,1,3,86,,0.0,,3,-1,,1,4,86,,0.0,,3,-1,,1,5,86,,0.0,,3,-1,,1,6,86,,0.0,,3,-1,,1,7,86,,0.0,,3,-1,,1,8,86,,0.0,,3,-1,,1,9,86,,0.0,,3,-1,,1,10,86,,0.0,0,,1,1,,,,,,
87,giu5fzax,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,87,,0.0,1,1,87,,0.0,0,1,1,87,,0.0,7256ae92-d6c8-4f76-a9b3-9c4e8a2a8aa0,3,-1,,1,1,87,,0.0,,3,-1,,1,2,87,,0.0,,3,-1,,1,3,87,,0.0,,3,-1,,1,4,87,,0.0,,3,-1,,1,5,87,,0.0,,3,-1,,1,6,87,,0.0,,3,-1,,1,7,87,,0.0,,3,-1,,1,8,87,,0.0,,3,-1,,1,9,87,,0.0,,3,-1,,1,10,87,,0.0,0,,1,1,,,,,,
88,bqk1lof7,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,88,,0.0,1,1,88,,0.0,0,1,1,88,,0.0,45276a1f-2e9a-4cc0-90bd-9f4b4e24f0f9,3,-1,,1,1,88,,0.0,,3,-1,,1,2,88,,0.0,,3,-1,,1,3,88,,0.0,,3,-1,,1,4,88,,0.0,,3,-1,,1,5,88,,0.0,,3,-1,,1,6,88,,0.0,,3,-1,,1,7,88,,0.0,,3,-1,,1,8,88,,0.0,,3,-1,,1,9,88,,0.0,,3,-1,,1,10,88,,0.0,0,,1,1,,,,,,
89,rffz332x,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,89,,0.0,1,1,89,,0.0,0,1,1,89,,0.0,f9f05815-29f1-4878-ae01-ede72320501a,1,-1,,1,1,89,,0.0,,1,-1,,1,2,89,,0.0,,1,-1,,1,3,89,,0.0,,1,-1,,1,4,89,,0.0,,1,-1,,1,5,89,,0.0,,1,-1,,1,6,89,,0.0,,1,-1,,1,7,89,,0.0,,1,-1,,1,8,89,,0.0,,1,-1,,1,9,89,,0.0,,1,-1,,1,10,89,,0.0,0,,1,1,,,,,,
90,gae0repu,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,90,,0.0,1,1,90,,0.0,0,1,1,90,,0.0,6fba95ca-ec21-4190-b628-1f4cc0e98c91,3,-1,,1,1,90,,0.0,,3,-1,,1,2,90,,0.0,,3,-1,,1,3,90,,0.0,,3,-1,,1,4,90,,0.0,,3,-1,,1,5,90,,0.0,,3,-1,,1,6,90,,0.0,,3,-1,,1,7,90,,0.0,,3,-1,,1,8,90,,0.0,,3,-1,,1,9,90,,0.0,,3,-1,,1,10,90,,0.0,0,,1,1,,,,,,
91,rlnxcofm,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,91,,0.0,1,1,91,,0.0,0,1,1,91,,0.0,ce938886-3137-4916-bd6e-2afe49b27f5f,1,-1,,1,1,91,,0.0,,1,-1,,1,2,91,,0.0,,1,-1,,1,3,91,,0.0,,1,-1,,1,4,91,,0.0,,1,-1,,1,5,91,,0.0,,1,-1,,1,6,91,,0.0,,1,-1,,1,7,91,,0.0,,1,-1,,1,8,91,,0.0,,1,-1,,1,9,91,,0.0,,1,-1,,1,10,91,,0.0,0,,1,1,,,,,,
92,4y3srfbd,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,92,,0.0,1,1,92,,0.0,0,1,1,92,,0.0,3fc0e939-e344-4689-956d-9a012f8b29ea,3,-1,,1,1,92,,0.0,,3,-1,,1,2,92,,0.0,,3,-1,,1,3,92,,0.0,,3,-1,,1,4,92,,0.0,,3,-1,,1,5,92,,0.0,,3,-1,,1,6,92,,0.0,,3,-1,,1,7,92,,0.0,,3,-1,,1,8,92,,0.0,,3,-1,,1,9,92,,0.0,,3,-1,,1,10,92,,0.0,0,,1,1,,,,,,
93,mgh19r3j,,0,0,45,,,,0,,,0.0,q8emsvyp,,,,,0,ego_human,1.0,0.02,93,,0.0,1,1,93,,0.0,0,1,1,93,,0.0,81ca2690-9bae-42c9-ac3d-2345953c3779,3,-1,,1,1,93,,0.0,,3,-1,,1,2,93,,0.0,,3,-1,,1,3,93,,0.0,,3,-1,,1,4,93,,0.0,,3,-1,,1,5,93,,0.0,,3,-1,,1,6,93,,0.0,,3,-1,,1,7,93,,0.0,,3,-1,,1,8,93,,0.0,,3,-1,,1,9,93,,0.0,,3,-1,,1,10,93,,0.0,0,,1,1,,,,,,
